date,open,high,low,close,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_sma_30,close_sma_60
2018-08-28,0.9888475836431228,1.0018587360594795,0.9888475836431228,1.0074906367041199,1.3990413877054169,0.004092051202003514,1.0027570906572587,0.9749380766289863,0.47960360994723605,0.921781143901802,0.16622036854039024,0.9640644361833952,0.9930607187112764
2018-08-29,0.9944547134935304,1.0018484288354899,0.9907578558225508,1.0055762081784387,0.9606014465169395,0.006033320535761878,1.0039428219268458,0.9731366605130802,0.4889433561212856,0.9965406024033743,0.1469104161613192,0.9590264941466419,0.9860443622920518
2018-08-30,0.9981515711645101,1.0018484288354899,0.9907578558225508,1.0,1.092983101701152,0.007503280574585044,1.0072077025198731,0.9780048667962083,0.4889433561212857,0.9941634241245141,0.1469104161613192,0.9590881084411581,0.984596426370918
2018-08-31,1.0055762081784387,1.013011152416357,1.0,0.9944547134935304,0.8927850002589734,0.008172410516956533,1.0103227499827394,0.9911642388648441,0.47972945189253574,1.004331683168318,0.1269417723085178,0.964436183395291,0.9888475836431228
2018-09-04,1.001865671641791,1.005597014925373,0.9981343283582089,0.996282527881041,0.7975575796252248,0.008305067601460542,1.0124592236678838,0.9979885375261459,0.4735747687658294,0.9214064115822143,0.1423883755019452,0.9679104477611938,0.991231343283582
2018-09-05,1.009433962264151,1.0132075471698114,1.0,0.9888059701492538,1.0451718494271687,0.007481239379682793,1.0289411244901705,0.9982286868305839,0.45544108517587245,0.826795680976475,0.16777486304803163,0.9784276729559747,1.0011006289308173
2018-09-06,1.0709939148073022,1.0872210953346857,1.0,0.9301886792452829,1.0944079061836656,0.001191024250914379,1.141867399954944,0.9984977116069218,0.36603057511592346,0.2567319461444323,0.3215207493625995,1.0494929006085192,1.0736308316430019
2018-09-07,0.9772296015180265,1.0,0.9753320683111953,1.0689655172413794,1.0627344992050873,0.0012262723628186942,1.0580182176110136,0.9336326362789293,0.4657348274444195,0.6167909674746259,0.32152074936259956,0.9815939278937379,1.0031941808981655
2018-09-10,1.0037950664136621,1.0075901328273245,0.9962049335863377,1.0,0.8827454148340963,0.0013001162851601698,1.0491858630990727,0.9341158446808131,0.46573482744441963,0.7382070548945953,0.2938668086035254,0.9812776723592661,1.0020240354206196
2018-09-11,1.0095785440613028,1.011494252873563,1.0,0.9905123339658444,1.0371475054229935,0.0005919201591309029,1.048061480155769,0.9435094010702844,0.4544860954465291,0.6446527813847223,0.305148125410223,0.9913154533844186,1.0104086845466151
2018-09-12,1.0,1.0095785440613028,0.9961685823754789,1.0,1.0173529411764706,2.0563318381099523e-05,1.0417504774653104,0.9436901355615092,0.4544860954465291,0.6117956343937587,0.3127206115490562,0.9920817369093229,1.0093231162196674
