date,open,high,low,close,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_sma_30,close_sma_60
2018-08-28,1.001476377952756,1.0073818897637794,0.9945866141732284,1.0019723865877712,0.6658589253473253,0.027053374807727355,1.014251764590694,0.9363387865904084,0.53915361236409,1.248575737265413,0.04284855947671917,0.9037893700787404,0.9099327427821521
2018-08-29,1.0094386487829112,1.010928961748634,0.9965226030799801,0.9906496062992125,0.8807594199485381,0.028151974084660473,1.028708126895327,0.9514210335617023,0.5304414831580575,1.1263974956877238,0.0567108707814514,0.9160291438979966,0.9179334326875311
2018-08-30,0.978134110787172,1.0126336248785228,0.9747327502429544,1.022354694485842,1.3409618549828093,0.029613109817027247,1.0158468245258134,0.9427537585645657,0.5483236962074733,1.1628020828697294,0.007406240681022165,0.8992549400712669,0.8973841917719468
2018-08-31,1.0148221343873518,1.0202569169960474,0.9925889328063242,0.9834791059280855,0.7539237388728034,0.030081756962356154,1.0181947445710917,0.9887222514763392,0.5324740472483659,1.0547578828828807,0.0074062406810221915,0.9177371541501979,0.9113554018445323
2018-09-04,1.0403935784567582,1.0466079751424133,1.0,0.9540513833992095,1.4424041946344706,0.027305614391903446,1.0862191771049903,0.9972608850389767,0.49221489090455117,0.8073716572726372,0.08049189316971668,0.9634731572587608,0.953668220265838
2018-09-05,0.9943357363542737,1.0097837281153448,0.9866117404737383,1.005696530295184,0.8274687193744742,0.024002006947647904,1.0770848227506609,0.9760562689074234,0.49686946441931584,0.7265229439995535,0.09376646827371377,0.9611397185032612,0.9466615173360795
2018-09-06,1.0077679958570689,1.0134645261522528,0.9922320041429312,0.9943357363542737,0.5434198666215484,0.02092805250924731,1.0791733982145209,0.9686774562650234,0.49220215385776567,0.6962796525947366,0.09376646827371371,0.9706024512342482,0.9506732263076126
2018-09-07,0.9736842105263156,1.0020242914979756,0.9716599190283399,1.0233039875712069,1.1871542090065466,0.019576852938279793,1.0283912205899346,0.9562241640254499,0.5116167447221859,0.7590753838713573,0.06845573703183187,0.9529014844804318,0.928458164642375
2018-09-10,1.0097286226318483,1.0153609831029184,0.996415770609319,0.9883603238866396,0.6343553953595243,0.017948926132831642,1.013939478286751,0.9795065022560038,0.5014792890332932,0.7514094044282044,0.06512991241009115,0.9676736644478577,0.9385902031063319
2018-09-11,0.9686411149825784,1.0059731209556995,0.9686411149825784,1.0286738351254479,2.2895371342643576,0.018057889519972115,1.0043179088643737,0.9490917476811717,0.5251766370314837,0.8474969474969473,0.02338833380384767,0.9445329351252696,0.9125186660029861
