date,open,high,low,close,volume
2018-06-04,123.68013,127.46328,122.9526,127.31778,965230.0
2018-06-05,127.31778,130.88267,126.22648,128.77284,879160.0
2018-06-06,128.77284,128.77284,126.22648,127.31778,463720.0
2018-06-07,127.8998,129.42761,127.82705,128.99110000000002,401900.0
2018-06-08,127.39053,128.77284,127.39053,128.77284,505520.0
2018-06-11,128.77284,132.41048999999998,128.40907,131.02818,721050.0
2018-06-12,130.2279,131.68295999999998,129.50037,131.68295999999998,873690.0
2018-06-13,131.68295999999998,131.68295999999998,130.51891,131.68295999999998,472470.0
2018-06-14,131.02818,131.68295999999998,130.00964,130.95543,767750.0
2018-06-15,129.93688,131.31919,129.50037,130.95543,1114730.0
2018-06-18,129.57312,130.80992,125.64446,125.64446,356320.0
2018-06-19,125.13519,125.13519,120.11523,120.98826,1076550.0
2018-06-20,120.77,123.53462,120.6245,122.80709,569890.0
2018-06-21,122.80709,124.04389,122.22507,123.68013,381390.0
2018-06-22,122.58883,129.86413000000002,122.58883,129.50037,1123650.0
2018-06-25,132.41048999999998,132.41048999999998,129.86413000000002,130.3734,637320.0
2018-06-27,127.02676,127.97255,127.02676,127.31778,320100.0
2018-06-28,126.59025,127.02676,122.9526,123.68013,748160.0
2018-06-29,123.68013,125.49895,123.68013,123.68013,1164710.0
2018-07-02,123.68013,124.40766,122.9526,124.40766,974640.0
2018-07-03,123.68013,123.75288,122.9526,123.68013,1055480.0
2018-07-04,123.68013,123.68013,121.49753,121.49753,856350.0
2018-07-05,121.49753,122.22507,119.31494,120.04247,880690.0
2018-07-06,119.31494,123.68013,119.31494,120.77,449020.0
2018-07-09,122.87984,123.31636,121.35203,121.49753,320530.0
2018-07-10,121.49753,122.87984,121.49753,121.49753,701800.0
2018-07-11,121.49753,122.58883,120.77,121.49753,729620.0
2018-07-12,121.49753,122.80709,121.49753,122.44332,158530.0
2018-07-13,122.44332,122.80709,120.6245,120.98826,384360.0
2018-07-16,121.64304,122.44332,120.6245,122.22507,557460.0
2018-07-17,121.13377,122.22507,121.06102,122.15231,588420.0
2018-07-18,122.22507,122.9526,121.8613,122.9526,503880.0
2018-07-19,125.86272,125.86272,122.9526,124.04389,970590.0
2018-07-20,124.26215,124.26215,123.0981,123.31636,620700.0
